diagnose_code,diagnose_description,diagnose_id
O403XX5       ,"Polyhydramnios, third trimester, fetus 5",4
O403XX9,"Polyhydramnios, third trimester, other fetus",4
O409XX0,"Polyhydramnios, unsp trimester, not applicable or unsp ",4
O409XX1,"Polyhydramnios, unspecified trimester, fetus 1 ",4
O409XX2,"Polyhydramnios, unspecified trimester, fetus 2 ",4
O409XX3,"Polyhydramnios, unspecified trimester, fetus 3 ",4
O409XX4,"Polyhydramnios, unspecified trimester, fetus 4 ",4
O409XX5,"Polyhydramnios, unspecified trimester, fetus 5 ",4
O409XX9,"Polyhydramnios, unspecified trimester, other fetus ",4
O4100X0,"Oligohydramnios, unsp trimester, not applicable or unsp ",4
O4100X1,"Oligohydramnios, unspecified trimester, fetus 1 ",4
O4100X2,"Oligohydramnios, unspecified trimester, fetus 2 ",4
O4100X3,"Oligohydramnios, unspecified trimester, fetus 3 ",4
O4100X4,"Oligohydramnios, unspecified trimester, fetus 4 ",4
O4100X5,"Oligohydramnios, unspecified trimester, fetus 5 ",4
O4100X9,"Oligohydramnios, unspecified trimester, other fetus ",4
O4101X0,"Oligohydramnios, first trimester, not applicable or unsp ",4
O4101X1,"Oligohydramnios, first trimester, fetus 1",4
O4101X2,"Oligohydramnios, first trimester, fetus 2 ",4
O4101X3,"Oligohydramnios, first trimester, fetus 3 ",4
O4101X4,"Oligohydramnios, first trimester, fetus 4 ",4
O4101X5,"Oligohydramnios, first trimester, fetus 5 ",4
O4101X9,"Oligohydramnios, first trimester, other fetus",4
O4102X0,"Oligohydramnios, second trimester, not applicable or unsp ",4
O4102X1,"Oligohydramnios, second trimester, fetus 1",4
O4102X2,"Oligohydramnios, second trimester, fetus 2 ",4
O4102X3,"Oligohydramnios, second trimester, fetus 3 ",4
O4102X4,"Oligohydramnios, second trimester, fetus 4 ",4
O4102X5,"Oligohydramnios, second trimester, fetus 5 ",4
O4102X9,"Oligohydramnios, second trimester, other fetus",4
O4103X0,"Oligohydramnios, third trimester, not applicable or unsp ",4
O4103X1,"Oligohydramnios, third trimester, fetus 1",4
O4103X2,"Oligohydramnios, third trimester, fetus 2 ",4
O4103X3,"Oligohydramnios, third trimester, fetus 3 ",4
O4103X4,"Oligohydramnios, third trimester, fetus 4 ",4
O4103X5,"Oligohydramnios, third trimester, fetus 5 ",4
O4103X9,"Oligohydramnios, third trimester, other fetus",4
O411010,"Infct of amniotic sac and membrns, unsp, first tri, unsp ",4
O411011,"Infct of amniotic sac and membrns, unsp, first tri, fetus 1 ",4
O411012,"Infct of amniotic sac and membrns, unsp, first tri, fetus 2 ",4
O411013,"Infct of amniotic sac and membrns, unsp, first tri, fetus 3 ",4
O411014,"Infct of amniotic sac and membrns, unsp, first tri, fetus 4 ",4
O411015,"Infct of amniotic sac and membrns, unsp, first tri, fetus 5 ",4
O411019,"Infct of amniotic sac and membrns, unsp, first tri, oth ",4
O411020,"Infct of amniotic sac and membrns, unsp, second tri, unsp ",4
O411021,"Infct of amniotic sac and membrns, unsp, second tri, fetus 1 ",4
O411022,"Infct of amniotic sac and membrns, unsp, second tri, fetus 2 ",4
O411023,"Infct of amniotic sac and membrns, unsp, second tri, fetus 3 ",4
O411024,"Infct of amniotic sac and membrns, unsp, second tri, fetus 4 ",4
O411025,"Infct of amniotic sac and membrns, unsp, second tri, fetus 5 ",4
O411029,"Infct of amniotic sac and membrns, unsp, second tri, oth ",4
O411030,"Infct of amniotic sac and membrns, unsp, third tri, unsp ",4
O411031,"Infct of amniotic sac and membrns, unsp, third tri, fetus 1 ",4
O411032,"Infct of amniotic sac and membrns, unsp, third tri, fetus 2 ",4
O411033,"Infct of amniotic sac and membrns, unsp, third tri, fetus 3 ",4
O411034,"Infct of amniotic sac and membrns, unsp, third tri, fetus 4 ",4
O411035,"Infct of amniotic sac and membrns, unsp, third tri, fetus 5 ",4
O411039,"Infct of amniotic sac and membrns, unsp, third tri, oth ",4
O411090,"Infct of amniotic sac and membrns, unsp, unsp tri, unsp ",4
O411091,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 1",4
O411092,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 2 ",4
O411093,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 3 ",4
O411094,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 4 ",4
O411095,"Infct of amniotic sac and membrns, unsp, unsp tri, fetus 5 ",4
O411099,"Infct of amniotic sac and membrns, unsp, unsp trimester, oth ",4
O411210,"Chorioamnionitis, first trimester, not applicable or unsp ",4
O411211,"Chorioamnionitis, first trimester, fetus 1",4
O411212,"Chorioamnionitis, first trimester, fetus 2 ",4
O411213,"Chorioamnionitis, first trimester, fetus 3 ",4
O411214,"Chorioamnionitis, first trimester, fetus 4 ",4
O411215,"Chorioamnionitis, first trimester, fetus 5 ",4
O411219,"Chorioamnionitis, first trimester, other fetus",4
O411220,"Chorioamnionitis, second trimester, not applicable or unsp ",4
O411221,"Chorioamnionitis, second trimester, fetus 1",4
O411222,"Chorioamnionitis, second trimester, fetus 2 ",4
O411223,"Chorioamnionitis, second trimester, fetus 3 ",4
O411224,"Chorioamnionitis, second trimester, fetus 4 ",4
O411225,"Chorioamnionitis, second trimester, fetus 5 ",4
O411229,"Chorioamnionitis, second trimester, other fetus",4
O411230,"Chorioamnionitis, third trimester, not applicable or unsp ",4
O411231,"Chorioamnionitis, third trimester, fetus 1",4
O411232,"Chorioamnionitis, third trimester, fetus 2 ",4
O411233,"Chorioamnionitis, third trimester, fetus 3 ",4
O411234,"Chorioamnionitis, third trimester, fetus 4 ",4
O411235,"Chorioamnionitis, third trimester, fetus 5 ",4
O411239,"Chorioamnionitis, third trimester, other fetus",4
O411290,"Chorioamnionitis, unsp trimester, not applicable or unsp ",4
O411291,"Chorioamnionitis, unspecified trimester, fetus 1 ",4
O411292,"Chorioamnionitis, unspecified trimester, fetus 2 ",4
O411293,"Chorioamnionitis, unspecified trimester, fetus 3 ",4
O411294,"Chorioamnionitis, unspecified trimester, fetus 4 ",4
O411295,"Chorioamnionitis, unspecified trimester, fetus 5 ",4
O411299,"Chorioamnionitis, unspecified trimester, other fetus ",4
O411410,"Placentitis, first trimester, not applicable or unspecified ",4
O411411,"Placentitis, first trimester, fetus 1",4
O411412,"Placentitis, first trimester, fetus 2 ",4
O411413,"Placentitis, first trimester, fetus 3 ",4
O411414,"Placentitis, first trimester, fetus 4 ",4
O411415,"Placentitis, first trimester, fetus 5 ",4
O411419,"Placentitis, first trimester, other fetus",4
O411420,"Placentitis, second trimester, not applicable or unspecified ",4
O411421,"Placentitis, second trimester, fetus 1",4
O411422,"Placentitis, second trimester, fetus 2 ",4
O411423,"Placentitis, second trimester, fetus 3 ",4
O411424,"Placentitis, second trimester, fetus 4 ",4
O411425,"Placentitis, second trimester, fetus 5 ",4
O411429,"Placentitis, second trimester, other fetus",4
O411430,"Placentitis, third trimester, not applicable or unspecified ",4
O411431,"Placentitis, third trimester, fetus 1",4
O411432,"Placentitis, third trimester, fetus 2 ",4
O411433,"Placentitis, third trimester, fetus 3 ",4
O411434,"Placentitis, third trimester, fetus 4 ",4
O411435,"Placentitis, third trimester, fetus 5 ",4
O411439,"Placentitis, third trimester, other fetus",4
O411490,"Placentitis, unsp trimester, not applicable or unspecified ",4
O411491,"Placentitis, unspecified trimester, fetus 1",4
O411492 ,"Placentitis, unspecified trimester, fetus 2",4
O411493,"Placentitis, unspecified trimester, fetus 3",4
O411494         ,"Placentitis, unspecified trimester, fetus 4",4
O411495,"Placentitis, unspecified trimester, fetus 5 ",4
O411499,"Placentitis, unspecified trimester, other fetus",4
O418X10,"Oth disrd of amniotic fluid and membrns, first tri, unsp ",4
O418X11,"Oth disrd of amniotic fluid and membrns, first tri, fetus 1 ",4
O418X12,"Oth disrd of amniotic fluid and membrns, first tri, fetus 2 ",4
O418X13,"Oth disrd of amniotic fluid and membrns, first tri, fetus 3 ",4
O418X14,"Oth disrd of amniotic fluid and membrns, first tri, fetus 4 ",4
O418X15,"Oth disrd of amniotic fluid and membrns, first tri, fetus 5 ",4
O418X19,"Oth disrd of amniotic fluid and membrns, first tri, oth ",4
O418X20,"Oth disrd of amniotic fluid and membrns, second tri, unsp ",4
Oh18X21,"Oth disrd of amniotic fluid and membrns, second tri, fetus 1 ",4
O418X22,"Oth disrd of amniotic fluid and membrns, second tri, fetus 2 ",4
O418X23,"Oth disrd of amniotic fluid and membrns, second tri, fetus 3 ",4
O418X24,"Oth disrd of amniotic fluid and membrns, second tri, fetus 4 ",4
O418X25,"Oth disrd of amniotic fluid and membrns, second tri, fetus 5 ",4
O418X29,"Oth disrd of amniotic fluid and membrns, second tri, oth ",4
O418X30,"Oth disrd of amniotic fluid and membrns, third tri, unsp ",4
O418X31,"Oth disrd of amniotic fluid and membrns, third tri, fetus 1 ",4
O418X32,"Oth disrd of amniotic fluid and membrns, third tri, fetus 2 ",4
O418X33,"Oth disrd of amniotic fluid and membrns, third tri, fetus 3 ",4
O418X34,"Oth disrd of amniotic fluid and membrns, third tri, fetus 4 ",4
O418X35,"Oth disrd of amniotic fluid and membrns, third tri, fetus 5 ",4
O418X39,"Oth disrd of amniotic fluid and membrns, third tri, oth ",4
O418X90,"Oth disrd of amniotic fluid and membrns, unsp tri, unsp ",4
O418X91,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 1 ",4
O418X92,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 2 ",4
O418X93,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 3 ",4
O418X94,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 4 ",4
O418X95,"Oth disrd of amniotic fluid and membrns, unsp tri, fetus 5 ",4
O418X99,"Oth disrd of amniotic fluid and membrns, unsp trimester, oth ",4
O4190X0,"Disorder of amniotic fluid and membrns, unsp, unsp tri, unsp ",4
O4190X1,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 1 ",4
O4190X2,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 2 ",4
O4190X3,"Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 3 ",4
O4190X4    ," Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 4",4
O4190X5   ," Disorder of amnio fluid and membrns, unsp, unsp tri, fetus 5",4
O4190X9    ," Disorder of amniotic fluid and membrns, unsp, unsp tri, oth ",4
O4191X0     ,"Disorder of amnio fluid and membrns, unsp, first tri, unsp ",4
O4191X1     ,"Disord of amnio fluid and membrns, unsp, first tri, fetus 1 ",4
O4191X2     ,"Disord of amnio fluid and membrns, unsp, first tri, fetus 2",4
O4191X3    ,"Disord of amnio fluid and membrns, unsp, first tri, fetus 3",4
O4191X4    ,"Disord of amnio fluid and membrns, unsp, first tri, fetus 4 ",4
O4191X5   ,"Disord of amnio fluid and membrns, unsp, first tri, fetus 5",4
O4191X9    ," Disorder of amniotic fluid and membrns, unsp, first tri, oth ",4
O4192X0    ," Disorder of amnio fluid and membrns, unsp, second tri, unsp ",4
O4192X1    ," Disord of amnio fluid and membrns, unsp, second tri, fetus 1 ",4
O4192X2     ," Disord of amnio fluid and membrns, unsp, second tri, fetus 2 ",4
O4192X3    ," Disord of amnio fluid and membrns, unsp, second tri, fetus 3 ",4
O4192X4    ," Disord of amnio fluid and membrns, unsp, second tri, fetus 4 ",4
O4192X5    ," Disord of amnio fluid and membrns, unsp, second tri, fetus 5 ",4
O4192X9    ," Disorder of amnio fluid and membrns, unsp, second tri, oth ",4
O4193X0     ,"Disorder of amnio fluid and membrns, unsp, third tri, unsp ",4
O4193X1    ," Disord of amnio fluid and membrns, unsp, third tri, fetus 1",4
O4193X2    ," Disord of amnio fluid and membrns, unsp, third tri, fetus 2",4
O4193X3    ," Disord of amnio fluid and membrns, unsp, third tri, fetus 3",4
O4193X4     ," Disord of amnio fluid and membrns, unsp, third tri, fetus 4 ",4
O4193X5    ," Disord of amnio fluid and membrns, unsp, third tri, fetus 5 ",4
O4193X9    ," Disorder of amniotic fluid and membrns, unsp, third tri, oth ",4
O4200    ," Prem ROM, onset labor w/n 24 hr of rupt, unsp weeks of gest",4
O42011,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, first tri ",4
O42012,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, 2nd tri ",4
O42013,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, third tri ",4
O42019,"Pretrm prem ROM, onset labor w/n 24 hours of rupt, unsp tri ",4
O4202,"Full-term prem ROM, onset labor within 24 hours of rupture ",4
O4210,"Prem ROM, onset labor > 24 hr fol rupt, unsp weeks of gest ",4
O42111,"Pretrm prem ROM, onset labor > 24 hours fol rupt, first tri ",4
O42112,"Pretrm prem ROM, onset labor > 24 hours fol rupt, second tri ",4
O42113,"Pretrm prem ROM, onset labor > 24 hours fol rupt, third tri ",4
O42119,"Pretrm prem ROM, onset labor > 24 hours fol rupt, unsp tri ",4
O4212,"Full-term premature ROM, onset labor > 24 hours fol rupture ",4
O4290,"Prem ROM, 7th0 betw rupt & onst labr, unsp weeks of gest ",4
O42911,"Pretrm prem ROM, unsp time betw rupt and onset labr, 1st tri ",4
O42912,"Pretrm prem ROM, unsp time betw rupt and onset labr, 2nd tri ",4
O42913,"Pretrm prem ROM, unsp time betw rupt and onst labr, 3rd tri ",4
O42919,"Pretrm prem ROM, unsp time betw rupt and onst labr, unsp tri ",4
O4292,"Full-term prem ROM, unsp time betw rupture and onset labor ",4
O43011,"Fetomaternal placental transfusion syndrome, first trimester ",4
O43012,"Fetomaternal placental transfuse syndrome, second trimester ",4
O43013,"Fetomaternal placental transfusion syndrome, third trimester ",4
O43019,"Fetomaternal placental transfusion syndrome, unsp trimester ",4
O43021,"Fetus-to-fetus placental transfuse syndrome, first trimester ",4
O43022,"Fetus-to-fetus placntl transfuse syndrome, second trimester ",4
O43023,"Fetus-to-fetus placental transfuse syndrome, third trimester ",4
O43029,"Fetus-to-fetus placental transfuse syndrome, unsp trimester ",4
O43101,"Malformation of placenta, unspecified, first trimester",4
O43102,"Malformation of placenta, unspecified, second trimester ",4
O43103,"Malformation of placenta, unspecified, third trimester ",4
O43109,"Malformation of placenta, unspecified, unspecified trimester ",4
O43111,"Circumvallate placenta, first trimester",4
O43112,"Circumvallate placenta, second trimester ",4
O43113,"Circumvallate placenta, third trimester ",4
O43119,"Circumvallate placenta, unspecified trimester",4
O43121,"Velamentous insertion of umbilical cord, first trimester ",4
O43122,"Velamentous insertion of umbilical cord, second trimester ",4
O43123,"Velamentous insertion of umbilical cord, third trimester ",4
O43129,"Velamentous insertion of umbilical cord, unsp trimester ",4
O43191,"Other malformation of placenta, first trimester",4
O43192,"Other malformation of placenta, second trimester ",4
O43193,"Other malformation of placenta, third trimester ",4
O43199,"Other malformation of placenta, unspecified trimester ",4
O43211,"Placenta accreta, first trimester",4
O43212,"Placenta accreta, second trimester ",4
O43213,"Placenta accreta, third trimester ",4
O43219,"Placenta accreta, unspecified trimester ",4
O43221,"Placenta increta, first trimester ",4
O43222,"Placenta increta, second trimester ",4
O43223,"Placenta increta, third trimester ",4
O43229,"Placenta increta, unspecified trimester ",4
O43231,"Placenta percreta, first trimester ",4
O43232,"Placenta percreta, second trimester ",4
O43233,"Placenta percreta, third trimester",4
O43239,"Placenta percreta, unspecified trimester ",4
O43811,"Placental infarction, first trimester ",4
O43812,"Placental infarction, second trimester ",4
O43813,"Placental infarction, third trimester ",4
O43819,"Placental infarction, unspecified trimester ",4
O43891,"Other placental disorders, first trimester",4
O43892,"Other placental disorders, second trimester",4
O43893,"Other placental disorders, third trimester ",4
O43899,"Other placental disorders, unspecified trimester",4
O4390,"Unspecified placental disorder, unspecified trimester ",4
O4391,"Unspecified placental disorder, first trimester",4
O4392,"Unspecified placental disorder, second trimester ",4
O4393,"Unspecified placental disorder, third trimester",4
O4400,"Placenta previa specified as w/o hemorrhage, unsp trimester ",4
O4401,"Placenta previa specified as w/o hemorrhage, first trimester ",4
O4402,"Placenta previa specified as w/o hemor, second trimester ",4
O4403,"Placenta previa specified as w/o hemorrhage, third trimester ",4
O4410,"Placenta previa with hemorrhage, unspecified trimester ",4
O4411,"Placenta previa with hemorrhage, first trimester",4
O4412,"Placenta previa with hemorrhage, second trimester ",4
O4413,"Placenta previa with hemorrhage, third trimester ",4
O45001,"Prem separtn of placenta w coag defect, unsp, first tri",4
O45002,"Prem separtn of placenta w coag defect, unsp, second tri ",4
O45003,"Prem separtn of placenta w coag defect, unsp, third tri ",4
